S No,Occupational Title,NCO 2015,NCO 2004,Division,Sub Division,Group,Family,Division Description,Sub Division Description,Group Description,Family Description,Occupation Description
1567,Shop Attendant/Sales Assistant,5211.0200,5230.20,Service and Sales Workers,Sales Workers,Street and Market Salespersons,Stall and Market Salespersons,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to street and market sales functions within organizations. It includes occupations that engage in sales, marketing, and customer service activities in outdoor or public market settings.","This family includes closely related job roles centered around stall and market salespersons, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve selling goods or services in a stall or market setting, often requiring strong communication and interpersonal skills.","Shop Attendant/Sales Assistant assists with daily shop operations, including maintaining a clean environment, receiving and storing inventory, and supporting sales activities. Responsibilities include opening and closing the shop, managing stock, assisting with transactions, and performing various administrative tasks as needed."
1568,Telemarketing Sales Person/Telemarketing Sales Operator,5211.0300,5230.30,Service and Sales Workers,Sales Workers,Street and Market Salespersons,Stall and Market Salespersons,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to street and market sales functions within organizations. It includes occupations that engage in sales, marketing, and customer service activities in outdoor or public market settings.","This family includes closely related job roles centered around stall and market salespersons, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve selling goods or services in a stall or market setting, often requiring strong communication and interpersonal skills.","Telemarketing Sales Person/Telemarketing Sales Operator is responsible for generating business leads through phone or email outreach, providing product/service information to clients, and handling related administrative tasks such as invoicing and document management. This role involves interacting with clients via phone or email to promote goods or services, identify client needs, and process transactions, while also performing supervisory duties when necessary."
1569,Sales Executive – Dealership,5211.0301,,Service and Sales Workers,Sales Workers,Street and Market Salespersons,Stall and Market Salespersons,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to street and market sales functions within organizations. It includes occupations that engage in sales, marketing, and customer service activities in outdoor or public market settings.","This family includes closely related job roles centered around stall and market salespersons, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve selling goods or services in a stall or market setting, often requiring strong communication and interpersonal skills.","Responsible for generating sales leads through telemarketing activities, while also supporting the overall sales process to drive both sales and service outcomes. This role requires strong communication skills to effectively engage with customers and stakeholders in a dealership setting."
1570,Telecaller,5211.0302,,Service and Sales Workers,Sales Workers,Street and Market Salespersons,Stall and Market Salespersons,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to street and market sales functions within organizations. It includes occupations that engage in sales, marketing, and customer service activities in outdoor or public market settings.","This family includes closely related job roles centered around stall and market salespersons, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve selling goods or services in a stall or market setting, often requiring strong communication and interpersonal skills.","Telecaller is responsible for generating sales leads through cold calls to customers, as well as making follow-up calls to support both sales and service activities. The role requires effective communication skills to engage with customers and provide timely support to drive sales and customer satisfaction."
1571,"Stall and Market Salespersons, Other",5211.9900,5230.90,Service and Sales Workers,Sales Workers,Street and Market Salespersons,Stall and Market Salespersons,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to street and market sales functions within organizations. It includes occupations that engage in sales, marketing, and customer service activities in outdoor or public market settings.","This family includes closely related job roles centered around stall and market salespersons, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve selling goods or services in a stall or market setting, often requiring strong communication and interpersonal skills.","Stall and Market Salespersons are responsible for selling a variety of goods at licensed stalls in public spaces, including foodstuffs, crafts, and other merchandise. These salespersons work in markets and on the street, selling perishable and non-perishable items to customers, often requiring skills at the second skill level."
1572,Milkman,5212.0100,9111.10,Service and Sales Workers,Sales Workers,Street and Market Salespersons,Street Food Salespersons,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to street and market sales functions within organizations. It includes occupations that engage in sales, marketing, and customer service activities in outdoor or public market settings.","This family includes closely related job roles centered around street food salespersons, with shared responsibilities, tools, and work objectives. It encompasses occupations such as food vendors, street cart operators, and market food sellers who prepare and sell food to customers in outdoor or public settings.","Milkman delivers milk, curd, and other dairy products to regular customers' doors and sells them at a fixed shop location, estimating daily requirements and purchasing from wholesalers. Responsibilities include delivering milk on foot or by cycle, maintaining records of daily deliveries, collecting monthly payments, and potentially owning livestock for milking."
1573,"Street Food Vendors, Other/Khomchawala, Dhabawala, Chat Thelawala",5212.9900,9111.90,Service and Sales Workers,Sales Workers,Street and Market Salespersons,Street Food Salespersons,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to street and market sales functions within organizations. It includes occupations that engage in sales, marketing, and customer service activities in outdoor or public market settings.","This family includes closely related job roles centered around street food salespersons, with shared responsibilities, tools, and work objectives. It encompasses occupations such as food vendors, street cart operators, and market food sellers who prepare and sell food to customers in outdoor or public settings.","Street Food Vendors Prepare and sell hot or cold foods, beverages, fruits, vegetables, and ice cream to customers in public places, including streets, stations, cinemas, and theatres. They operate independently, preparing and serving food on-site to passersby."
1574,"Sales Supervisor, Wholesale Trade (Shop Supervisors)",5222.0100,5220.10,Service and Sales Workers,Sales Workers,Shop Salespersons,Shop Supervisors,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to shop salespersons functions within organizations. It includes occupations that are responsible for selling products or services, providing customer service, and maintaining sales records and inventory.","This family includes closely related job roles centered around shop supervisors, with shared responsibilities and work objectives. It encompasses occupations that oversee and coordinate the activities of skilled tradespeople and other workers in various shop settings.","Sales Supervisor, Wholesale Trade oversees the wholesale trade operations in a designated area, ensuring optimal sales and supply chain management by coordinating with stockists, distributors, and representatives. The role involves supervising sales teams, monitoring market trends, and addressing customer complaints to improve business performance, while also submitting regular reports and returns to head office."
1575,Area Parts Manager (APM),5222.0101,,Service and Sales Workers,Sales Workers,Shop Salespersons,Shop Supervisors,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to shop salespersons functions within organizations. It includes occupations that are responsible for selling products or services, providing customer service, and maintaining sales records and inventory.","This family includes closely related job roles centered around shop supervisors, with shared responsibilities and work objectives. It encompasses occupations that oversee and coordinate the activities of skilled tradespeople and other workers in various shop settings.","Area Parts Manager (APM): Oversees the movement of spare parts for assigned areas, driving sales through strategic planning and target development. Responsible for managing and optimizing spare parts inventory to meet customer demands within designated regions."
1576,"Sales Supervisor, Retail Trade/CRM Manager",5222.0201,5220.15,Service and Sales Workers,Sales Workers,Shop Salespersons,Shop Supervisors,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to shop salespersons functions within organizations. It includes occupations that are responsible for selling products or services, providing customer service, and maintaining sales records and inventory.","This family includes closely related job roles centered around shop supervisors, with shared responsibilities and work objectives. It encompasses occupations that oversee and coordinate the activities of skilled tradespeople and other workers in various shop settings.","Oversees sales performance in department stores, ensuring smooth operations and effective customer engagement through prompt and polite service. Responsible for managing stock levels, coordinating sales activities, and promoting new products to customers, with a focus on driving sales growth and customer satisfaction."
1577,Shop Assistant,5223.0100,5220.40,Service and Sales Workers,Sales Workers,Shop Salespersons,Shop Sales Assistants,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to shop salespersons functions within organizations. It includes occupations that are responsible for selling products or services, providing customer service, and maintaining sales records and inventory.","This family includes closely related job roles centered around shop sales assistants, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve assisting customers, maintaining store displays, and performing sales-related tasks in retail settings.","Assists sales staff in selling goods to customers, maintains a clean and organized retail environment, and ensures timely restocking of inventory. Performs various tasks such as receiving deliveries, preparing bills, and managing stock levels to support the smooth operation of the shop or departmental store."
1578,Order Processor,5223.0101,,Service and Sales Workers,Sales Workers,Shop Salespersons,Shop Sales Assistants,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to shop salespersons functions within organizations. It includes occupations that are responsible for selling products or services, providing customer service, and maintaining sales records and inventory.","This family includes closely related job roles centered around shop sales assistants, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve assisting customers, maintaining store displays, and performing sales-related tasks in retail settings.","Order Processor is responsible for preparing job sheets and order forms based on customer orders, serving as the initial point of contact in the jewellery manufacturing process. This role requires attention to detail and organizational skills to accurately document customer orders and facilitate production."
1579,Jewellery Retail Sales Associate (Basic),5223.0102,,Service and Sales Workers,Sales Workers,Shop Salespersons,Shop Sales Assistants,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to shop salespersons functions within organizations. It includes occupations that are responsible for selling products or services, providing customer service, and maintaining sales records and inventory.","This family includes closely related job roles centered around shop sales assistants, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve assisting customers, maintaining store displays, and performing sales-related tasks in retail settings.","Job Title: Jewellery Retail Sales Associate (Basic) Summary: The Jewellery Retail Sales Associate is responsible for providing excellent customer service, understanding customers' needs, and assisting them in selecting jewellery products. They are also accountable for completing sales transactions accurately and efficiently."
1580,Jewellery Retail Sales Associate (Advanced),5223.0103,,Service and Sales Workers,Sales Workers,Shop Salespersons,Shop Sales Assistants,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to shop salespersons functions within organizations. It includes occupations that are responsible for selling products or services, providing customer service, and maintaining sales records and inventory.","This family includes closely related job roles centered around shop sales assistants, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve assisting customers, maintaining store displays, and performing sales-related tasks in retail settings.","Job Title: Jewellery Retail Sales Associate (Advanced) Engages with customers to understand their buying requirements, presents store offerings, and assists in selecting jewellery while completing sales transactions. Manages multiple sales counters for diverse product categories and takes customized orders from customers."
1581,Plumbing Products Sales Assistant,5223.0104,,Service and Sales Workers,Sales Workers,Shop Salespersons,Shop Sales Assistants,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to shop salespersons functions within organizations. It includes occupations that are responsible for selling products or services, providing customer service, and maintaining sales records and inventory.","This family includes closely related job roles centered around shop sales assistants, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve assisting customers, maintaining store displays, and performing sales-related tasks in retail settings.","Plumbing Products Sales Assistant assists the management in selling plumbing products manufactured by the Company within a designated geographic area, province, or country. The role involves supporting sales efforts and providing assistance to customers in relation to plumbing products."
1582,Trainee Associate,5223.0105,,Service and Sales Workers,Sales Workers,Shop Salespersons,Shop Sales Assistants,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to shop salespersons functions within organizations. It includes occupations that are responsible for selling products or services, providing customer service, and maintaining sales records and inventory.","This family includes closely related job roles centered around shop sales assistants, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve assisting customers, maintaining store displays, and performing sales-related tasks in retail settings.","Trainee Associate: This role involves interacting with customers to understand their needs and selling relevant products while working collaboratively within the team and retail organization. The Trainee Associate will assist customers by providing sales support, displaying merchandise, and operating cash registers or other equipment as needed in a fast-paced retail environment."
1583,"Model, Fashion",5241.0100,5210.10,Service and Sales Workers,Sales Workers,Other Sales Workers,Fashion and Other Models,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to other sales workers' functions within organizations.

This group includes occupations that facilitate sales, customer engagement, and business development, often requiring strong communication and interpersonal skills.","This family includes closely related job roles centered around fashion and other models, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve creating, presenting, and showcasing fashion and other models for various purposes such as advertising, entertainment, and retail.","Model, Fashion Models garments and accessories for display to designers and customers, demonstrating features such as quality, style, and design through posing and movement in fashion shows, private showings, and retail settings. May also participate in entertainment events and provide information on product details and availability."
1584,Model,5241.0200,5210.20,Service and Sales Workers,Sales Workers,Other Sales Workers,Fashion and Other Models,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to other sales workers' functions within organizations.

This group includes occupations that facilitate sales, customer engagement, and business development, often requiring strong communication and interpersonal skills.","This family includes closely related job roles centered around fashion and other models, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve creating, presenting, and showcasing fashion and other models for various purposes such as advertising, entertainment, and retail.","Poses for artists, modellers, sculptors, or photographers, adhering to their instructions in various positions, including sitting, standing, reclining, or performing tasks. The model changes poses as directed by the artist or modeller, taking regular breaks to rest."
1585,"Fashion and Models, Other",5241.9900,5210.90,Service and Sales Workers,Sales Workers,Other Sales Workers,Fashion and Other Models,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to other sales workers' functions within organizations.

This group includes occupations that facilitate sales, customer engagement, and business development, often requiring strong communication and interpersonal skills.","This family includes closely related job roles centered around fashion and other models, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve creating, presenting, and showcasing fashion and other models for various purposes such as advertising, entertainment, and retail.","Recruit and coordinate fashion models to showcase clothing and other items in advertising campaigns, editorials, or runway shows, ensuring their appearance aligns with the brand's aesthetic and message. Coordinate and manage the use of models for various purposes, including product demonstrations, advertising, and artistic projects, requiring attention to detail and effective communication skills."
1586,Technical Demonstrator (Sale)/Area Technical Lead,5242.0101,5220.25,Service and Sales Workers,Sales Workers,Other Sales Workers,Sales Demonstrators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to other sales workers' functions within organizations.

This group includes occupations that facilitate sales, customer engagement, and business development, often requiring strong communication and interpersonal skills.","This family includes closely related job roles centered around sales demonstrations, with shared responsibilities, tools, and work objectives. It encompasses occupations that showcase products or services to customers, promoting sales and building relationships.","Responsible for demonstrating the correct and efficient use of products, machinery, and plants to achieve optimal results, while also assisting in estimating costs, preparing blueprints, and ensuring work is completed according to specifications. This role involves visiting clients, training them on product handling and maintenance, and providing technical support during installation and servicing."
1587,Sales Associate,5242.0102,,Service and Sales Workers,Sales Workers,Other Sales Workers,Sales Demonstrators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to other sales workers' functions within organizations.

This group includes occupations that facilitate sales, customer engagement, and business development, often requiring strong communication and interpersonal skills.","This family includes closely related job roles centered around sales demonstrations, with shared responsibilities, tools, and work objectives. It encompasses occupations that showcase products or services to customers, promoting sales and building relationships.","Sales Associate: This role involves interacting with customers to understand and meet their needs, providing specialized service and product demonstrations to drive business growth in a retail environment. The successful candidate will strive for continuous improvement in customer service levels while working towards maximizing sales opportunities."
1588,Customer Care Executive (Relationship Centre),5242.0201,,Service and Sales Workers,Sales Workers,Other Sales Workers,Sales Demonstrators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to other sales workers' functions within organizations.

This group includes occupations that facilitate sales, customer engagement, and business development, often requiring strong communication and interpersonal skills.","This family includes closely related job roles centered around sales demonstrations, with shared responsibilities, tools, and work objectives. It encompasses occupations that showcase products or services to customers, promoting sales and building relationships.","Customer Care Executive (Relationship Centre) provides customer service by handling walk-in customers' queries, requests, and complaints, while also proactively recommending and selling products and services. This role involves delivering exceptional customer experiences and promoting the organization's offerings in a relationship-centric environment."
1589,Customer Care Executive (Repair Centre),5242.0301,,Service and Sales Workers,Sales Workers,Other Sales Workers,Sales Demonstrators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to other sales workers' functions within organizations.

This group includes occupations that facilitate sales, customer engagement, and business development, often requiring strong communication and interpersonal skills.","This family includes closely related job roles centered around sales demonstrations, with shared responsibilities, tools, and work objectives. It encompasses occupations that showcase products or services to customers, promoting sales and building relationships.","Customer Care Executive (Repair Centre): Provides customer service to walk-in customers, handling queries, requests, and complaints in a timely manner. This role involves interacting with customers to resolve their issues efficiently and effectively."
1590,In-Store Promoter,5242.0401,,Service and Sales Workers,Sales Workers,Other Sales Workers,Sales Demonstrators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to other sales workers' functions within organizations.

This group includes occupations that facilitate sales, customer engagement, and business development, often requiring strong communication and interpersonal skills.","This family includes closely related job roles centered around sales demonstrations, with shared responsibilities, tools, and work objectives. It encompasses occupations that showcase products or services to customers, promoting sales and building relationships.","In-Store Promoter Demonstrates products to walk-in customers, highlighting their features, advantages, and benefits, while also responding to customer inquiries about the product and services. The role involves offering customers the opportunity to touch and feel products on display in a retail setting."
1591,Associate Network Engineer,5242.0501,5220.20,Service and Sales Workers,Sales Workers,Other Sales Workers,Sales Demonstrators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to other sales workers' functions within organizations.

This group includes occupations that facilitate sales, customer engagement, and business development, often requiring strong communication and interpersonal skills.","This family includes closely related job roles centered around sales demonstrations, with shared responsibilities, tools, and work objectives. It encompasses occupations that showcase products or services to customers, promoting sales and building relationships.","Design and implement network infrastructure solutions to support business operations, ensuring seamless connectivity and optimal performance. Troubleshoot and resolve complex network issues, collaborating with cross-functional teams to deliver high-quality services and meet customer needs."
1592,Associate Operations Engineer,5242.0502,,Service and Sales Workers,Sales Workers,Other Sales Workers,Sales Demonstrators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to other sales workers' functions within organizations.

This group includes occupations that facilitate sales, customer engagement, and business development, often requiring strong communication and interpersonal skills.","This family includes closely related job roles centered around sales demonstrations, with shared responsibilities, tools, and work objectives. It encompasses occupations that showcase products or services to customers, promoting sales and building relationships.","Provides technical support to customers through various channels (calls, emails, chats) and resolves product/service-related queries in a timely manner. Assists in logging customer complaints and provides developer support for products/solutions according to specified standards."
1593,"Sales Demonstrators, Other",5242.9900,5220.90,Service and Sales Workers,Sales Workers,Other Sales Workers,Sales Demonstrators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to other sales workers' functions within organizations.

This group includes occupations that facilitate sales, customer engagement, and business development, often requiring strong communication and interpersonal skills.","This family includes closely related job roles centered around sales demonstrations, with shared responsibilities, tools, and work objectives. It encompasses occupations that showcase products or services to customers, promoting sales and building relationships.","Sales Demonstrators engage in sales services, soliciting business for establishments by interacting with potential customers at their residences or other locations. This role involves selling goods and services to customers through direct visits, often door-to-door, to promote an establishment's products or services."
1594,Newspaper Boy,5243.0100,9113.10,Service and Sales Workers,Sales Workers,Other Sales Workers,Door-to-Door Salespersons,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It encompasses broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within sales workers, emphasizing domain-specific management, supervision, or technical expertise. It encompasses occupations that require specialized knowledge and skills to manage, supervise, or provide technical support in sales-related areas.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to other sales workers' functions within organizations.

This group includes occupations that facilitate sales, customer engagement, and business development, often requiring strong communication and interpersonal skills.","This family includes closely related job roles centered around door-to-door sales, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve selling products or services directly to customers at their homes or places of business.","Newspaper Delivery Agent; responsible for delivering newspapers, periodicals, and other publications to regular customers while also selling them to casual customers in various public locations. Delivers newspapers and periodicals to customers on a door-to-door basis, managing inventory, sales, and customer relationships while maintaining accurate records of daily transactions."
