S No,Occupational Title,NCO 2015,NCO 2004,Division,Sub Division,Group,Family,Division Description,Sub Division Description,Group Description,Family Description,Occupation Description
1494,"Ticket Examiner, Motor Transport",5112.0700,5112.46,Service and Sales Workers,Personal Service Workers,"Travel Attendants, Conductors and Guides",Transport Conductors,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to travel attendants, conductors and guides functions within organizations.","This family includes closely related job roles centered around transport conductors, with shared responsibilities, tools, and work objectives.","A Ticket Examiner, Motor Transport performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1495,"Passenger Guide, Railway",5112.0800,5112.50,Service and Sales Workers,Personal Service Workers,"Travel Attendants, Conductors and Guides",Transport Conductors,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to travel attendants, conductors and guides functions within organizations.","This family includes closely related job roles centered around transport conductors, with shared responsibilities, tools, and work objectives.","A Passenger Guide, Railway performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1496,"Conductor, Tram",5112.0900,5112.60,Service and Sales Workers,Personal Service Workers,"Travel Attendants, Conductors and Guides",Transport Conductors,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to travel attendants, conductors and guides functions within organizations.","This family includes closely related job roles centered around transport conductors, with shared responsibilities, tools, and work objectives.","A Conductor, Tram performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1497,Bus Conductor,5112.1000,5112.70,Service and Sales Workers,Personal Service Workers,"Travel Attendants, Conductors and Guides",Transport Conductors,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to travel attendants, conductors and guides functions within organizations.","This family includes closely related job roles centered around transport conductors, with shared responsibilities, tools, and work objectives.","A Bus Conductor performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1498,"Transport Conductors, Other",5112.9900,5112.90,Service and Sales Workers,Personal Service Workers,"Travel Attendants, Conductors and Guides",Transport Conductors,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to travel attendants, conductors and guides functions within organizations.","This family includes closely related job roles centered around transport conductors, with shared responsibilities, tools, and work objectives.","A Transport Conductors, Other performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1499,"Ticket Collector, Railway",5112.0500,5112.42,Service and Sales Workers,Personal Service Workers,"Travel Attendants, Conductors and Guides",Transport Conductors,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to travel attendants, conductors and guides functions within organizations.","This family includes closely related job roles centered around transport conductors, with shared responsibilities, tools, and work objectives.","A Ticket Collector, Railway performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1500,"Guard, Passenger Train",5112.0100,5112.10,Service and Sales Workers,Personal Service Workers,"Travel Attendants, Conductors and Guides",Transport Conductors,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to travel attendants, conductors and guides functions within organizations.","This family includes closely related job roles centered around transport conductors, with shared responsibilities, tools, and work objectives.","A Guard, Passenger Train performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1501,"Transport Conductors, Other",5112.9900,5112.90,Service and Sales Workers,Personal Service Workers,"Travel Attendants, Conductors and Guides",Transport Conductors,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to travel attendants, conductors and guides functions within organizations.","This family includes closely related job roles centered around transport conductors, with shared responsibilities, tools, and work objectives.","A Transport Conductors, Other performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1502,"Ticket Collector, Railway",5112.0500,5112.42,Service and Sales Workers,Personal Service Workers,"Travel Attendants, Conductors and Guides",Transport Conductors,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to travel attendants, conductors and guides functions within organizations.","This family includes closely related job roles centered around transport conductors, with shared responsibilities, tools, and work objectives.","A Ticket Collector, Railway performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1503,"Guard, Passenger Train",5112.0100,5112.10,Service and Sales Workers,Personal Service Workers,"Travel Attendants, Conductors and Guides",Transport Conductors,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to travel attendants, conductors and guides functions within organizations.","This family includes closely related job roles centered around transport conductors, with shared responsibilities, tools, and work objectives.","A Guard, Passenger Train performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1504,"Guard, Goods Train",5112.0200,5112.20,Service and Sales Workers,Personal Service Workers,"Travel Attendants, Conductors and Guides",Transport Conductors,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to travel attendants, conductors and guides functions within organizations.","This family includes closely related job roles centered around transport conductors, with shared responsibilities, tools, and work objectives.","A Guard, Goods Train performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1505,Travel Agent,5113.0100,5113.10,Service and Sales Workers,Personal Service Workers,"Travel Attendants, Conductors and Guides",Travel Guides,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to travel attendants, conductors and guides functions within organizations.","This family includes closely related job roles centered around travel guides, with shared responsibilities, tools, and work objectives.","A Travel Agent performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1506,Tourist Guide,5113.0200,5113.20,Service and Sales Workers,Personal Service Workers,"Travel Attendants, Conductors and Guides",Travel Guides,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to travel attendants, conductors and guides functions within organizations.","This family includes closely related job roles centered around travel guides, with shared responsibilities, tools, and work objectives.","A Tourist Guide performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1507,"Guides, Other",5113.9900,5113.90,Service and Sales Workers,Personal Service Workers,"Travel Attendants, Conductors and Guides",Travel Guides,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to travel attendants, conductors and guides functions within organizations.","This family includes closely related job roles centered around travel guides, with shared responsibilities, tools, and work objectives.","A Guides, Other performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1508,"Cooks, Other",5120.9900,5122.90,Service and Sales Workers,Personal Service Workers,Cooks,Cooks,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to cooks functions within organizations.","This family includes closely related job roles centered around cooks, with shared responsibilities, tools, and work objectives.","A Cooks, Other performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1509,"Cook, Institutional",5120.0200,5122.20,Service and Sales Workers,Personal Service Workers,Cooks,Cooks,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to cooks functions within organizations.","This family includes closely related job roles centered around cooks, with shared responsibilities, tools, and work objectives.","A Cook, Institutional performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1510,"Cook, Domestic",5120.0300,5122.30,Service and Sales Workers,Personal Service Workers,Cooks,Cooks,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to cooks functions within organizations.","This family includes closely related job roles centered around cooks, with shared responsibilities, tools, and work objectives.","A Cook, Domestic performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1511,"Cook, Ship",5120.0400,5122.40,Service and Sales Workers,Personal Service Workers,Cooks,Cooks,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to cooks functions within organizations.","This family includes closely related job roles centered around cooks, with shared responsibilities, tools, and work objectives.","A Cook, Ship performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1512,Kitchen Porter/Steward,5120.0500,5122.50,Service and Sales Workers,Personal Service Workers,Cooks,Cooks,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to cooks functions within organizations.","This family includes closely related job roles centered around cooks, with shared responsibilities, tools, and work objectives.","A Kitchen Porter/Steward performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1513,Pantry Man,5120.0600,5122.60,Service and Sales Workers,Personal Service Workers,Cooks,Cooks,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to cooks functions within organizations.","This family includes closely related job roles centered around cooks, with shared responsibilities, tools, and work objectives.","A Pantry Man performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1514,Butler,5131.0100,5123.10,Service and Sales Workers,Personal Service Workers,Waiters and Bartenders,Waiters,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to waiters and bartenders functions within organizations.","This family includes closely related job roles centered around waiters, with shared responsibilities, tools, and work objectives.","A Butler performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1515,"Steward, Hotel",5131.0200,5123.20,Service and Sales Workers,Personal Service Workers,Waiters and Bartenders,Waiters,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to waiters and bartenders functions within organizations.","This family includes closely related job roles centered around waiters, with shared responsibilities, tools, and work objectives.","A Steward, Hotel performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1516,"Bearer, Domestic/Household Workers",5131.0300,5123.30,Service and Sales Workers,Personal Service Workers,Waiters and Bartenders,Waiters,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to waiters and bartenders functions within organizations.","This family includes closely related job roles centered around waiters, with shared responsibilities, tools, and work objectives.","A Bearer, Domestic/Household Workers performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1517,"Waiter, Institutional/Food & Beverage Service –Steward",5131.0401,5123.40,Service and Sales Workers,Personal Service Workers,Waiters and Bartenders,Waiters,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to waiters and bartenders functions within organizations.","This family includes closely related job roles centered around waiters, with shared responsibilities, tools, and work objectives.","A Waiter, Institutional/Food & Beverage Service –Steward performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1518,Wine Waiter,5131.0500,5123.50,Service and Sales Workers,Personal Service Workers,Waiters and Bartenders,Waiters,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to waiters and bartenders functions within organizations.","This family includes closely related job roles centered around waiters, with shared responsibilities, tools, and work objectives.","A Wine Waiter performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1519,"Waiters, Other",5131.9900,5123.90,Service and Sales Workers,Personal Service Workers,Waiters and Bartenders,Waiters,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to waiters and bartenders functions within organizations.","This family includes closely related job roles centered around waiters, with shared responsibilities, tools, and work objectives.","A Waiters, Other performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1520,Barman,5132.0100,5123.60,Service and Sales Workers,Personal Service Workers,Waiters and Bartenders,Bartenders,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to waiters and bartenders functions within organizations.","This family includes closely related job roles centered around bartenders, with shared responsibilities, tools, and work objectives.","A Barman performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1521,"Bartenders, Other",5132.9900,,Service and Sales Workers,Personal Service Workers,Waiters and Bartenders,Bartenders,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to waiters and bartenders functions within organizations.","This family includes closely related job roles centered around bartenders, with shared responsibilities, tools, and work objectives.","A Bartenders, Other performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1522,Hairdresser (Ladies),5141.0100,5141.10,Service and Sales Workers,Personal Service Workers,"Hairdressers, Beauticians and Related Workers",Hairdressers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to hairdressers, beauticians and related workers functions within organizations.","This family includes closely related job roles centered around hairdressers, with shared responsibilities, tools, and work objectives.","A Hairdresser (Ladies) performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1523,Hair Stylist,5141.0202,5141.15,Service and Sales Workers,Personal Service Workers,"Hairdressers, Beauticians and Related Workers",Hairdressers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to hairdressers, beauticians and related workers functions within organizations.","This family includes closely related job roles centered around hairdressers, with shared responsibilities, tools, and work objectives.","A Hair Stylist performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1524,Assistant Hair Stylist,5141.0201,,Service and Sales Workers,Personal Service Workers,"Hairdressers, Beauticians and Related Workers",Hairdressers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to hairdressers, beauticians and related workers functions within organizations.","This family includes closely related job roles centered around hairdressers, with shared responsibilities, tools, and work objectives.","A Assistant Hair Stylist performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1525,Barber,5141.0300,5141.20,Service and Sales Workers,Personal Service Workers,"Hairdressers, Beauticians and Related Workers",Hairdressers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to hairdressers, beauticians and related workers functions within organizations.","This family includes closely related job roles centered around hairdressers, with shared responsibilities, tools, and work objectives.","A Barber performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1526,"Hairdressers, Other",5141.9900,,Service and Sales Workers,Personal Service Workers,"Hairdressers, Beauticians and Related Workers",Hairdressers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to hairdressers, beauticians and related workers functions within organizations.","This family includes closely related job roles centered around hairdressers, with shared responsibilities, tools, and work objectives.","A Hairdressers, Other performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1527,Manicurist,5142.0200,5141.40,Service and Sales Workers,Personal Service Workers,"Hairdressers, Beauticians and Related Workers",Beauticians and Related Workers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to hairdressers, beauticians and related workers functions within organizations.","This family includes closely related job roles centered around beauticians and related workers, with shared responsibilities, tools, and work objectives.","A Manicurist performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1528,Pedicurist and Manicurist,5142.0201,,Service and Sales Workers,Personal Service Workers,"Hairdressers, Beauticians and Related Workers",Beauticians and Related Workers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to hairdressers, beauticians and related workers functions within organizations.","This family includes closely related job roles centered around beauticians and related workers, with shared responsibilities, tools, and work objectives.","A Pedicurist and Manicurist performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1529,Skincare Specialist,5142.0300,5141.45,Service and Sales Workers,Personal Service Workers,"Hairdressers, Beauticians and Related Workers",Beauticians and Related Workers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to hairdressers, beauticians and related workers functions within organizations.","This family includes closely related job roles centered around beauticians and related workers, with shared responsibilities, tools, and work objectives.","A Skincare Specialist performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1530,Make-Up Man,5142.0400,5141.50,Service and Sales Workers,Personal Service Workers,"Hairdressers, Beauticians and Related Workers",Beauticians and Related Workers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to hairdressers, beauticians and related workers functions within organizations.","This family includes closely related job roles centered around beauticians and related workers, with shared responsibilities, tools, and work objectives.","A Make-Up Man performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1531,"Dresser, Stage & Studio",5142.0500,5141.60,Service and Sales Workers,Personal Service Workers,"Hairdressers, Beauticians and Related Workers",Beauticians and Related Workers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to hairdressers, beauticians and related workers functions within organizations.","This family includes closely related job roles centered around beauticians and related workers, with shared responsibilities, tools, and work objectives.","A Dresser, Stage & Studio performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1532,Wigman,5142.0600,5141.70,Service and Sales Workers,Personal Service Workers,"Hairdressers, Beauticians and Related Workers",Beauticians and Related Workers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to hairdressers, beauticians and related workers functions within organizations.","This family includes closely related job roles centered around beauticians and related workers, with shared responsibilities, tools, and work objectives.","A Wigman performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1533,Bath Attendant,5142.0700,5141.80,Service and Sales Workers,Personal Service Workers,"Hairdressers, Beauticians and Related Workers",Beauticians and Related Workers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to hairdressers, beauticians and related workers functions within organizations.","This family includes closely related job roles centered around beauticians and related workers, with shared responsibilities, tools, and work objectives.","A Bath Attendant performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1534,"Beauticians and Related Workers, Others",5142.9900,5141.90,Service and Sales Workers,Personal Service Workers,"Hairdressers, Beauticians and Related Workers",Beauticians and Related Workers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to hairdressers, beauticians and related workers functions within organizations.","This family includes closely related job roles centered around beauticians and related workers, with shared responsibilities, tools, and work objectives.","A Beauticians and Related Workers, Others performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
1535,Beautician,5142.0100,5141.30,Service and Sales Workers,Personal Service Workers,"Hairdressers, Beauticians and Related Workers",Beauticians and Related Workers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to service and sales workers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within personal service workers, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to hairdressers, beauticians and related workers functions within organizations.","This family includes closely related job roles centered around beauticians and related workers, with shared responsibilities, tools, and work objectives.","A Beautician performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
