S No,Occupational Title,NCO 2015,NCO 2004,Division,Sub Division,Group,Family,Division Description,Sub Division Description,Group Description,Family Description,Occupation Description
1084,"Roller, Hot Rolling Mill (Non-Ferrous Metal)/Mill Operator",3135.2000,8122.32,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Metal Production Process Controllers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around metal production process controllers, with shared responsibilities, tools, and work objectives.","Ferrous Metal)/Mill Operator Roller, Hot Rolling Mill (Non-Ferrous Metal) guides and controls ingoing and returning hot slabs or sheets with help of metal pushers (mild steel hammer like tool with long handle). Receives hot slabs one at a time from pre-heating furnace. Sets slab square on conveyor table (metal table with rollers) and signals to Operator Hot Rolling Mill. Lubricates slabs with oil by oil can and mop. Travels along table with slab and pushes it square in to rolls by metal pushers. Checks and stops returning slab or sheet by metal pushers Repeats process till required size is attained. May reject material if deformed during rolling. ISCO 08 Unit Group Details: Code 3135 Title Metal Production Process Controllers"
1085,Fluid Management Operator Rolling Mills,3135.2001,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Metal Production Process Controllers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around metal production process controllers, with shared responsibilities, tools, and work objectives.","Rolling Mills Fluid Management Operator Rolling Mills prepares supply collection, evaluation and operation of all fluids connected with rolling operation in steel plant. It involves ensuring the right quantity and quality of fluid, its operation, inventory management, waste fluid disposal and the basic maintenance activities associated with maintaining the system. Qualification Pack Details: QP NOS Reference ISC/Q0603 QP NOS Name Fluid Management Operator Rolling Mills NSQF Level ISCO 08 Unit Group Details: Code 3135 Title Metal Production Process Controllers"
1086,Process Operator Rolling Mills,3135.2002,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Metal Production Process Controllers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around metal production process controllers, with shared responsibilities, tools, and work objectives.",Process Operator Rolling Mills keeps different process lines functional by ensuring continuity of process. It also involves providing the actual commands for different operations as needed and monitor the operations for any deviations. includes inspecting the material between processes to ensure alignment to specifications. Qualification Pack Details: QP NOS Reference ISC/Q0601 QP NOS Name Process Operator Rolling Mills NSQF Level ISCO 08 Unit Group Details: Code 3135 Title Metal Production Process Controllers
1087,Coil Packaging Machine Operator Rolling Mills,3135.2003,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Metal Production Process Controllers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around metal production process controllers, with shared responsibilities, tools, and work objectives.","Rolling Mills Coil Packaging Machine Operator Rolling Mills operates the coil master (coil packaging machine) for packaging the finished coils (CR, Galvanised, Tinned, Colour Coated etc.) strapping operation and waggon unitisation in safe and secure manner. It includes bundling of the coil after mill, protecting the coil from dust, humidity, rain and handling damage by applying protective films and sheets in a designed sequence. Weighing and labelling the packaged coil according to specifications and finally ensuring readiness of coils for dispatch. Qualification Pack Details: QP NOS Reference ISC/Q0602 QP NOS Name Coil Packaging Machine Operator Rolling Mills NSQF Level ISCO 08 Unit Group Details: Code 3135 Title Metal Production Process Controllers"
1088,"Operator, Strip Mill (Non-Ferrous Metal)",3135.2300,8122.42,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Metal Production Process Controllers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around metal production process controllers, with shared responsibilities, tools, and work objectives.","Metal) Operator, Strip Mill (Non-Ferrous Metal); Roller, Strip Mill; Roller, Strip Mill First Hand re-rolls strips to required thickness, coils them by machine and co-ordinates various functions of strip mill. Sets roll gap by electrical controls, lubricate rolls and adjust friction clutch to draw strip in to rolls. Directs Roller Second Hand, Strip Mill in his work. Checks thickness of rolled strips from time to time by micrometre or standard wire gauge and makes adjustments necessary. Maintains records of rolled strip. ISCO 08 Unit Group Details: Code 3135 Title Metal Production Process Controllers"
1089,Seamless Pipe and Tube Roller,3135.2500,8122.46,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Metal Production Process Controllers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around metal production process controllers, with shared responsibilities, tools, and work objectives.",Seamless Pipe and Tube Roller operates rolls to form seamless pipe and tubes from billets which have been pierced longitudinally. Examines drawings and specifications. Selects and installs rolls which form specified outside diameter of tubing. Selects and screws to a power driven rod a plug that rotates inside the billet and forces it to expend to the proper inside diameter. runs billet through successive sets of rolls until dimensions of tubing meet specification. Examines and measures tubing for defect and for conformity to specifications. ISCO 08 Unit Group Details: Code 3135 Title Metal Production Process Controllers
1090,"Furnace Man, Reverberatory, Pulverised Coal Fired",3135.2600,8122.48,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Metal Production Process Controllers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around metal production process controllers, with shared responsibilities, tools, and work objectives.","Pulverised Coal Fired Furnace Man Reverberate, Pulverized Coal Fired operates pulverized coal fired reverberatory furnace for melting iron or steel for heavy castings. Arranges for setting of furnace. Controls blast and temperature by means of valves and blowers. Supervises and controls charging of furnace by watching flame and atmospheric condition in side chamber. Records reading of various meters and changes furnace condition by controlling feeding of pulverized coal and blast. Draws out samples of metals and slag at intervals and gets them analysed. Refines metal by adding Ferro-alloys to melting metals. Supervises furnace repairs. May do chemical analysis of samples. ISCO 08 Unit Group Details: Code 3135 Title Metal Production Process Controllers"
1091,Heat Treatment Shop Supervisor,3135.3001,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Metal Production Process Controllers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around metal production process controllers, with shared responsibilities, tools, and work objectives.","This role is responsible for supervising the various heat treatment activities through application of heat like Carburizing, Tempering, Nitriding, Induction Hardening and Quenching, and maintaining process parameters and conducting quality checks on output product. Deploying manpower as per requirement, guiding operators and technicians to complete the assigned task, maintaining a safe and healthy working environment on the shop floor and maintaining records related to production, rejections, material movement and manpower productivity for a line/shift. Qualification Pack Details: QP NOS Reference ASC/Q3902 QP NOS Name Heat Treatment Shop Supervisor NSQF Level ISCO 08 Unit Group Details: Code 3135 Title Metal Production Process Controllers"
1092,Centrifugal Casting Machine Operator,3135.3100,8122.72,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Metal Production Process Controllers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around metal production process controllers, with shared responsibilities, tools, and work objectives.","Operator Centrifugal Casting Machine Operator operates centrifugal casting machine to cast tubular metal products such as brake drums, pipes, artillery barrels etc. selects required types of mould, grinds off and cleans rough spot from inside, using specially devised grinding attachment and brush, and fills inside pits with refractory material. Sets mould on machine and fastens cover on ends of mould. Mounts pouring box to serve as funnel for pouring molten metal into mould. Pre heats mould with torch, if necessary. Starts machine rotating at specified speed and sprays insulation on inside surface of rotating mould. Guides crane man in positioning portable furnace, containing melt for pouring and manipulates electric controls to fill furnace and pour melt in to pouring box. Observes and records prescribed instruments readings and allows mould to spin for required time to solidify metal against mould walls. Unfastens mould cover and removes casting using hydraulic ram or other devices as necessary. May operate machine from control board and be designated as CASTING MACHINE CONTROL BOARD OPERATOR. May pour molten metal in to mould with ladle. ISCO 08 Unit Group Details: Code 3135 Title Metal Production Process Controllers"
1093,"Control Man, Billet/Process Controller",3135.3900,8124.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Metal Production Process Controllers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around metal production process controllers, with shared responsibilities, tools, and work objectives.","Controller Control Man, Billet; Signal Control Man, Billet controls pushing of billet (metal bars) one by one from furnace and guides it to pinching rolls (Device to catch billet) for passing through first pass (mechanical device for reducing thickness). Watches proper heating of billets in furnace by means of thermo- electrical meters and signals (by light or bell) to Hot Billet Pusher and Furnace Hooker to push billet to pinching roll. Watches rear end of running bar to feed next billet. Draws attention of Pre-heating Furnace Operator in case of improper heating of billets. ISCO 08 Unit Group Details: Code 3135 Title Metal Production Process Controllers"
1094,"Metal Production Process Controllers, Other",3135.9900,8121.90,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Metal Production Process Controllers,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around metal production process controllers, with shared responsibilities, tools, and work objectives.","Controllers, Other Ore and Metal Furnace Operators, Other include workers who operate and monitor ore-smelting, metal-converting and refining furnaces not elsewhere classified. ISCO 08 Unit Group Details: Code 3135 Title Metal Production Process Controllers Family Process Control Technicians, Not Elsewhere Classified This family covers Process Control Technicians not classified elsewhere. For instance, the group includes those who operate multiple process control equipment in manufacturing assembly lines and paper an"
1095,"Digester Operator, Paper Pulp",3139.0100,8142.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Process Control Technicians Not Elsewhere Classified,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around process control technicians not elsewhere classified, with shared responsibilities, tools, and work objectives.","Digester Operator, Paper Pulp; Rag Boiler Operator, Paper Pulp operates boiler (cooker) to convert raw materials into paper pulp. Supervises charging of cooker with ingredients such as wood chips, rags, straw and waste paper shreds. Directs adding of chemicals and admission of steam to raise temperature and pressure. Observes gauges and makes adjustments to maintain desired operating conditions. Tests samples by titration or colour tests to determine stage of cooking. When the process completes, drains liquid from digester and instructs others in removal of cooked pulp. May designated according to materials processed or chemicals used. ISCO 08 Unit Group Details: Code 3139 Title Process Control Technicians Not Elsewhere Classified"
1096,"Beaterman, Paper Pulp",3139.0200,8142.55,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Process Control Technicians Not Elsewhere Classified,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around process control technicians not elsewhere classified, with shared responsibilities, tools, and work objectives.","Beater Man, Paper Pulp; Beater Operator, Paper Pulp operates machine that mixes, beats and hydrates pulp and other ingredients used making paper. Supervises charging of machine with pulp, fillers, size, dyes, alum and other chemicals. Sets and adjusts beater roller for desired degree of hydration. Examines the material for consistency and size of fibres while it is beaten, and sends samples laboratory for testing. Transfers completed batch to storage tank and starts agitator maintain consistency. May mix and cook colouring matter for dyeing mixture. ISCO 08 Unit Group Details: Code 3139 Title Process Control Technicians Not Elsewhere Classified"
1097,"Machineman, Paper, Wet End",3139.0300,8143.15,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Process Control Technicians Not Elsewhere Classified,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around process control technicians not elsewhere classified, with shared responsibilities, tools, and work objectives.","Machine Man Paper, Wet End operates section of machine in which wet pulp is fed on an endless wire-mesh belt and is formed into paper. Starts flow of material from storage chest through rotary screens to machine; adds water as necessary to make the material thin; removes dirt and other foreign matters from screens and regulates flow of stuff to obtain paper of desired weight. Sets machine controls for width, thickness and moisture content of paper; threads formed paper between press rolls. Supervises machine crew, drying, sizing, calendaring, winding and cutting paper. May weigh samples of paper and install Dandy Rollers to impress water mark on paper. ISCO 08 Unit Group Details: Code 3139 Title Process Control Technicians Not Elsewhere Classified"
1098,"Machineman, Paper, Dry End",3139.0400,8143.25,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Process Control Technicians Not Elsewhere Classified,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around process control technicians not elsewhere classified, with shared responsibilities, tools, and work objectives.","Machine Man Paper, Dry End; Back Tender, Paper operates section of paper- making machine in which paper is dried, calendered, wound on reels. Threads paper through drier and calender rollers; adjusts controls to regulate tension of paper, temperature of drier rollers and pressure of calender rollers. Examines paper for defects and marks defective portions for removal at reel. Sets up machinery and directs workers in slitting and rewinding paper. May operate sizing tub when surface sizing is desired and may spray paper with steam, water, or dyes to obtain specified finish. ISCO 08 Unit Group Details: Code 3139 Title Process Control Technicians Not Elsewhere Classified"
1099,"Calenderman, Paper",3139.0500,8143.65,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Process Control Technicians Not Elsewhere Classified,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around process control technicians not elsewhere classified, with shared responsibilities, tools, and work objectives.","Calender Man, Paper operates and adjusts calendering machine equipped with heated or chilled rollers to impart suitable gloss and finish to surface of paper. Positions roll of paper on reel stand of machine; threads paper between machine rolls and wraps end around rewinder reel. Inserts badding between rollers and running paper to remove crease in paper. Adjusts controls to regulate speed and tension paper, temperature and pressure of rollers. Examines paper and ensures it is free from dirt, slime spots, wrinkles and spots. Ensures correct compactness of winding, mends breaks in paper with glue or tissue or heated flat iron. Tests paper samples for finish and gloss with special instruments. May attend to other processes in paper making. ISCO 08 Unit Group Details: Code 3139 Title Process Control Technicians Not Elsewhere Classified"
1100,Robotic Machine Operator,3139.1400,8172.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Process Control Technicians Not Elsewhere Classified,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around process control technicians not elsewhere classified, with shared responsibilities, tools, and work objectives.","Robotic Machine Operator sets up and operates industrial robots drill, countersink, and counter bore metallic and non-metallic work pieces used to manufacture aircraft parts or tooling, according to specifications and pre- programmed machine control instructions: Reads work order and specifications to determine prescribed setup and operation. Mounts and positions work piece on locating pins of holding fixture adjacent to a robot, manually or using hoist, and aligns and secures work piece on holding fixture, using template, bolts, hand tools, and power tools. Installs specified type and size of drill bits in end effectors and places end effectors in holding station adjacent to a robot. Loads cassette tape of machine instructions into machine controller or enters commands retrieve pre- programmed instructions from the mainframe computer. Pushes a button or enters commands to activate a robot that automatically retrieves and secures designated end effectors on robot arm and positions arm for drilling. Operates robots to drill holes in test specimen and measures holes for conformance to specifications, using measuring instruments. Enters commands to start robot, observes robotic operation, and monitors screen of machine controller for malfunctions and error messages. Changes worn drill bits or adjusts machine according to error message instructions. Inspects finished work piece for conformance to specifications. Cleans parts, tools, and fixtures, using solvents and rags. May set up and operate robot to perform additional machine operations, such as sealing and fastener installation, to join component parts into complete assembly. ISCO 08 Unit Group Details: Code 3139 Title Process Control Technicians Not Elsewhere Classified"
1101,Autocomponent Assembly Fitter,3139.1501,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Process Control Technicians Not Elsewhere Classified,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around process control technicians not elsewhere classified, with shared responsibilities, tools, and work objectives.","Auto Component Assembly Fitter is one who is skilled in operating machine tools for conducting assembly and fitment operations of vehicle components and aggregates as per the required assembly norms. The components assembled by the operators are finally assembled 2wheelers, 3 wheelers, 4 wheelers and large commercial vehicles. Qualification Pack Details: QP NOS Reference ASC/Q3701 QP NOS Name Auto Component Assembly Fitter NSQF Level ISCO 08 Unit Group Details: Code 3139 Title Process Control Technicians Not Elsewhere Classified"
1102,Assembly Supervisor,3139.2001,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Process Control Technicians Not Elsewhere Classified,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around process control technicians not elsewhere classified, with shared responsibilities, tools, and work objectives.","Assembly Supervisor is also called, ‘Line Supervisor’ or ‘Shift In charge. The Assembly Supervisor is responsible for supervising Electronic and Mechanical Assembly Technicians and for ensuring that production deadlines are met. The individual at work co-ordinates with production planning team, stores, quality assurance and assembly team implement production schedule, manage shifts and allocate work in order to meet deadlines and quality standards. Qualification Pack Details: QP NOS Reference ELE/Q6305 QP NOS Name Assembly Supervisor NSQF Level ISCO 08 Unit Group Details: Code 3139 Title Process Control Technicians Not Elsewhere Classified"
1103,Quality Control Inspector,3139.5001,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Process Control Technicians Not Elsewhere Classified,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around process control technicians not elsewhere classified, with shared responsibilities, tools, and work objectives.",Quality Control Inspector needs to be responsible for the quality inspection of the manufactured products in order to deliver high quality to customers Qualification Pack Details: QP NOS Reference ASC/Q6301 QP NOS Name Quality Control Inspector-Level 3 NSQF Level ISCO 08 Unit Group Details: Code 3139 Title Process Control Technicians Not Elsewhere Classified
1104,Quality Controller,3139.5002,,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Process Control Technicians Not Elsewhere Classified,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around process control technicians not elsewhere classified, with shared responsibilities, tools, and work objectives.","Quality Controller is responsible for proper monitoring, testing and inspecting all systems and processes the dealership. The individual is able to ensure that quality standards specified for the various component/aggregate manufacturers of the OEM product or service provided by an organization are met. Qualification Pack Details: QP NOS Reference ASC/Q1605 QP NOS Name Quality Controller NSQF Level ISCO 08 Unit Group Details: Code 3139 Title Process Control Technicians Not Elsewhere Classified"
1105,"Industrial Robot Operators, Other",3139.9900,8172.90,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Process Control Technicians,Process Control Technicians Not Elsewhere Classified,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to process control technicians functions within organizations.","This family includes closely related job roles centered around process control technicians not elsewhere classified, with shared responsibilities, tools, and work objectives.","Industrial Robot Operators, Other include operators those who load and unload industrial robots and perform related tasks not elsewhere classified. ISCO 08 Unit Group Details: Code 3139 Title Process Control Technicians Not Elsewhere Classified Group Life Science Technicians and Related Associate Professionals Life Science Technicians and Related Associate Professionals perform a variety of technical tasks to support life science professionals with their research, development, management, conservation and protection work, in areas such as biology, botany, zoology, biotechnology and biochemistry, and to agriculture, fisheries and forestry. Occupations in this Group are classified into the following Families: 3141 Life Science Technicians (Excluding Medical) 3142 Agricultural Technicians 3143 Forestry Technicians Family Life Science Technicians (Excluding Medical) Life Science Technicians (except medical) provide technical support to life science professionals undertaking research, analysis and testing of living organisms, and development and application of products and processes resulting from research in areas such as natural resource management, environmental protection, plant and animal biology, microbiology, and cell and molecular biology."
1106,"Laboratory Assistant, Zoological",3141.0100,3211.10,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Life Science Technicians and Related Associate Professionals,Life Science Technicians (Excluding Medical),"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to life science technicians and related associate professionals functions within organizations.","This family includes closely related job roles centered around life science technicians (excluding medical), with shared responsibilities, tools, and work objectives.","Laboratory Assistant, Zoological arranges microscope, dissecting trays, instruments, reagents etc. in zoological laboratory for conducting experiments by Zoologist to perform routine test for classification and analyses and preserves zoological specimens. Sets up in position required apparatus. Arranges standard solutions, reagents and other preservative solutions. Collects required specimens such as insects, frogs, fishes, birds, animals etc. administers or guides administration of chloroform to them and supplies dead, living unconscious specimens laboratory for research and practical experiments. Performs routine test by dissections, studying growth, nature physiological reactions etc. and records observations as necessary. Classifies and catalogues preserved specimens and arranges them in proper order in museum. Preserves specimens properly mounting them in preservative media like formalin, alcohol etc. Dissects animals and birds and stuffs them properly to retain their natural colour, appearance etc. Accompanies students and Zoologists on excursions and assists them in collection and preservation and zoological specimens. Checks animals room and ensures proper maintenance of animals meant for laboratory use. Keeps apparatus and instruments such as balances, paraffin baths, incubators microtones etc. in good condition. May prepare slides and cut sections for practical demonstration. ISCO 08 Unit Group Details: Code 3141 Title Life Science Technicians (Excluding Medical)"
1107,"Laboratory Assistant, Botanical",3141.0200,3211.20,Technicians and Associate Professionals,Science and Engineering Associate Professionals,Life Science Technicians and Related Associate Professionals,Life Science Technicians (Excluding Medical),"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to technicians and associate professionals. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within science and engineering associate professionals, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to life science technicians and related associate professionals functions within organizations.","This family includes closely related job roles centered around life science technicians (excluding medical), with shared responsibilities, tools, and work objectives.","Laboratory Assistant, Botanical sets up microscopes, dissecting tables, instruments reagents etc. in botanical laboratory. Conducts routine tests for classification and analyses and preserves botanical specimens. Sets up in position microscope, dissecting tables, apparatus etc. and prepares or arranges standard solution, piths, alcohol and reagents required for conducting experiments. Cuts and mounts section, dissects flowers, seeds, etc. as desired Botanist and conducts routine tests for classification of plants, cataloguing of specimens and studying their characteristics. Preserves herbarium and other specimens in special media. Accompanies students and Botanist on excursion and assists them in collection and preservation of botanical specimens. Keeps apparatus and instruments in good condition. May operate microtome (instrument for cutting very thin sections). May maintain stock register of specimens, instruments etc. of laboratory. ISCO 08 Unit Group Details: Code 3141 Title Life Science Technicians (Excluding Medical)"
